Asset,Date Purchased,Date Sold,Units,Sale Price,Basis,Gain / Loss,IRS ID Buy,IRS ID Sell
BTC,01/13/2018 01:51:51,01/13/2018 02:20:59,0.2828532,4007.1035426265503,4022.87,-15.766457373449612,Gemi 190,Gemi 222
BTC,01/13/2018 01:51:54,01/13/2018 02:20:59,0.45329703,6421.734436008125,6447.0,-25.265563991874842,Gemi 191,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00123154,17.446888693096987,17.54,-0.09311130690301184,Gemi 192,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00130196,18.444509478266685,18.55,-0.10549052173331575,Gemi 193,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00109084,15.4536304642788,15.54,-0.08636953572119843,Gemi 194,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00087971,12.462609783039404,12.53,-0.06739021696059488,Gemi 195,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00137232,19.44128025992729,19.55,-0.10871974007271135,Gemi 196,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00045743,6.480285086057581,6.52,-0.03971491394241866,Gemi 197,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.0010203,14.454309672090922,14.53,-0.07569032790907748,Gemi 198,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00137219,19.439438585657594,19.55,-0.1105614143424063,Gemi 199,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.5,7083.362575757583,7122.26,-38.8974242424174,Gemi 200,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.8,11333.380121212133,11377.99,-44.609878787867274,Gemi 201,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,1.8118,25667.272629515177,25768.3,-101.02737048482231,Gemi 202,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.99,14025.057900000013,14080.26,-55.202099999987695,Gemi 203,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.00095147,13.479213979912133,13.53,-0.050786020087866035,Gemi 204,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,0.12761893,1807.942305440453,1815.06,-7.117694559546862,Gemi 205,Gemi 222
BTC,01/13/2018 01:58:59,01/13/2018 02:20:59,4.327316439999999,61303.90264911304,61545.20730148688,-241.3046523738376,Gemi 206,Gemi 222
BTC,01/13/2018 01:58:59,01/17/2018 01:53:33,2.534483560000001,28920.73845480401,36046.662698513115,-7125.924243709105,Gemi 206,Gemi 236
BTC,01/13/2018 01:58:59,01/17/2018 01:53:33,0.49296221,5625.142482089,7011.15,-1386.007517911,Gemi 207,Gemi 236
BTC,01/13/2018 01:59:00,01/17/2018 01:53:33,0.4061,4633.96649,5784.7,-1150.73351,Gemi 208,Gemi 236
BTC,01/13/2018 01:59:00,01/17/2018 01:53:33,0.30301117,3457.630159753,4307.44,-849.8098402469996,Gemi 209,Gemi 236
BTC,01/13/2018 01:59:00,01/17/2018 01:53:33,0.06384977,728.5833404929999,908.1,-179.5166595070001,Gemi 210,Gemi 236
BTC,01/13/2018 01:59:00,01/17/2018 01:53:33,4.11e-05,0.46898798999999997,0.59,-0.12101201,Gemi 211,Gemi 236
BTC,01/13/2018 01:59:00,01/17/2018 01:53:33,0.409496,4672.717906399999,5821.17,-1148.4520936000008,Gemi 212,Gemi 236
BTC,01/13/2018 01:59:05,01/17/2018 01:53:33,0.5,5705.449999999999,7107.73,-1402.2800000000007,Gemi 213,Gemi 236
BTC,01/13/2018 01:59:07,01/17/2018 01:53:33,0.47,5363.122999999999,6681.26,-1318.1370000000015,Gemi 214,Gemi 236
BTC,01/13/2018 02:01:02,01/17/2018 01:53:33,0.8,9128.719999999998,11372.39,-2243.670000000002,Gemi 215,Gemi 236
BTC,01/13/2018 02:01:23,01/17/2018 01:53:33,1.89177854,21586.89574208599,26894.38,-5307.4842579140095,Gemi 216,Gemi 236
BTC,01/13/2018 02:01:27,01/17/2018 01:53:33,0.69925974,7979.182967165997,9941.0,-1961.817032834003,Gemi 217,Gemi 236
BTC,01/13/2018 02:01:27,01/17/2018 01:53:33,0.00074026,8.447032833999996,10.52,-2.0729671660000033,Gemi 218,Gemi 236
BTC,01/13/2018 02:01:27,01/17/2018 01:53:33,0.8,9128.719999999998,11373.17,-2244.4500000000025,Gemi 219,Gemi 236
BTC,01/13/2018 02:01:27,01/17/2018 01:53:33,0.5,5705.449999999997,7108.23,-1402.7800000000025,Gemi 220,Gemi 236
BTC,01/13/2018 02:01:30,01/17/2018 01:53:33,0.62571429,7139.963191760997,8895.44,-1755.4768082390037,Gemi 221,Gemi 236
BTC,01/16/2018 23:05:23,01/17/2018 01:53:33,3.17447549,36223.62236884099,35140.19,1083.4323688409859,Gemi 223,Gemi 236
BTC,01/16/2018 23:05:37,01/17/2018 01:53:33,5.0,57054.49999999998,55343.06,1711.4399999999805,Gemi 224,Gemi 236
BTC,01/16/2018 23:05:37,01/17/2018 01:53:33,1.82552451,20830.87763115899,20207.84,623.0376311589898,Gemi 225,Gemi 236
BTC,01/16/2018 23:06:12,01/17/2018 01:53:33,1.11336944,12704.547342895996,12277.68,426.86734289599553,Gemi 226,Gemi 236
BTC,01/16/2018 23:06:14,01/17/2018 01:53:33,2.88663056,32939.05265710399,31832.32,1106.7326571039885,Gemi 227,Gemi 236
BTC,01/16/2018 23:06:31,01/17/2018 01:53:33,2.2101164,25219.417228759994,24150.49,1068.9272287599924,Gemi 228,Gemi 236
BTC,01/16/2018 23:06:51,01/17/2018 01:53:33,2.7898836,31835.082771239988,30485.76,1349.3227712399894,Gemi 229,Gemi 236
BTC,01/16/2018 23:19:35,01/17/2018 01:53:33,4.0,45643.59999999999,43821.28,1822.3199999999924,Gemi 230,Gemi 236
BTC,01/16/2018 23:29:34,01/17/2018 01:53:33,5.0,57054.499999999985,57730.87,-676.3700000000172,Gemi 231,Gemi 236
BTC,01/16/2018 23:29:54,01/17/2018 01:53:33,0.16352885,1866.0113544649994,1887.68,-21.668645535000678,Gemi 232,Gemi 236
BTC,01/16/2018 23:29:54,01/17/2018 01:53:33,0.51,5819.558999999998,5887.79,-68.23100000000159,Gemi 233,Gemi 236
BTC,01/16/2018 23:30:00,01/17/2018 01:53:33,2.829034510000014,32281.82989015915,32660.299071602374,-378.4691814432226,Gemi 234,Gemi 236
BTC,01/16/2018 23:30:00,01/18/2018 02:56:06,0.29743663999998615,3468.288135234672,3433.8109283976264,34.47720683704574,Gemi 234,Gemi 254
BTC,01/16/2018 23:30:25,01/18/2018 02:56:06,0.09589346,1118.174780230896,1103.61,14.564780230896076,Gemi 235,Gemi 254
BTC,01/18/2018 02:36:08,01/18/2018 02:56:06,0.08608745,1003.8308710978646,1003.7,0.1308710978645422,Gemi 237,Gemi 254
BTC,01/18/2018 02:36:08,01/18/2018 02:56:06,0.5,5830.297395833335,5824.09,6.2073958333348855,Gemi 238,Gemi 254
BTC,01/18/2018 02:36:15,01/18/2018 02:56:06,0.6769392,7893.513709795001,7892.48,1.033709795001414,Gemi 239,Gemi 254
BTC,01/18/2018 02:37:38,01/18/2018 02:56:06,0.08607864,1003.72814125775,1006.19,-2.4618587422500013,Gemi 240,Gemi 254
BTC,01/18/2018 02:38:22,01/18/2018 02:56:06,0.399,4652.577321875001,4663.97,-11.392678124999293,Gemi 241,Gemi 254
BTC,01/18/2018 02:38:29,01/18/2018 02:56:06,0.0854,995.8147952083336,998.25,-2.435204791666365,Gemi 242,Gemi 254
BTC,01/18/2018 02:38:31,01/18/2018 02:56:06,0.1035,1206.8715609375001,1209.83,-2.9584390624997923,Gemi 243,Gemi 254
BTC,01/18/2018 02:38:42,01/18/2018 02:56:06,0.00857554,99.99589705972917,100.24,-0.24410294027082102,Gemi 244,Gemi 254
BTC,01/18/2018 02:38:42,01/18/2018 02:56:06,1.31744582,15362.201866995021,15399.82,-37.61813300497852,Gemi 245,Gemi 254
BTC,01/18/2018 02:38:46,01/18/2018 02:56:06,0.08190242,955.030932076896,957.29,-2.2590679231039985,Gemi 246,Gemi 254
BTC,01/18/2018 02:38:46,01/18/2018 02:56:06,1.41809758,16535.861255423104,16575.06,-39.1987445768973,Gemi 247,Gemi 254
BTC,01/18/2018 02:38:46,01/18/2018 02:56:06,0.5,5830.297395833332,5844.12,-13.822604166667588,Gemi 248,Gemi 254
BTC,01/18/2018 02:39:11,01/18/2018 02:56:06,1.84281073,21488.269200265448,21529.77,-41.50079973455286,Gemi 249,Gemi 254
BTC,01/18/2018 02:39:11,01/18/2018 02:56:06,0.45718927,5331.098820567885,5339.66,-8.561179432114841,Gemi 250,Gemi 254
BTC,01/18/2018 02:39:16,01/18/2018 02:56:06,0.73697335,8593.547606607135,8592.43,1.1176066071348032,Gemi 251,Gemi 254
BTC,01/18/2018 02:41:26,01/18/2018 02:56:06,0.78363196,9137.61475135954,9112.86,24.754751359540023,Gemi 252,Gemi 254
BTC,01/18/2018 02:41:26,01/18/2018 02:56:06,0.12303794000001333,1434.6955623415506,1430.8116519012397,3.883910440310956,Gemi 253,Gemi 254
BTC,01/18/2018 02:41:26,01/19/2018 05:50:28,0.09333009999998668,1064.827848740147,1085.3383480987604,-20.510499358613515,Gemi 253,Gemi 328
BTC,01/19/2018 02:06:40,01/19/2018 05:50:28,0.45701994,5214.261632009615,5270.31,-56.048367990385486,Gemi 255,Gemi 328
BTC,01/19/2018 02:11:23,01/19/2018 05:50:28,0.8284692,9452.224694751174,9568.51,-116.28530524882626,Gemi 256,Gemi 328
BTC,01/19/2018 02:11:23,01/19/2018 05:50:28,0.46389215,5292.668497430219,5357.78,-65.1115025697809,Gemi 257,Gemi 328
BTC,01/19/2018 02:11:23,01/19/2018 05:50:28,0.22956058,2619.117503966837,2651.34,-32.222496033163225,Gemi 258,Gemi 328
BTC,01/19/2018 02:16:37,01/19/2018 05:50:28,0.47,5362.354577011494,5428.41,-66.0554229885056,Gemi 259,Gemi 328
BTC,01/19/2018 02:16:41,01/19/2018 05:50:28,0.00807807,92.1648417828069,93.3,-1.1351582171930943,Gemi 260,Gemi 328
BTC,01/19/2018 02:19:16,01/19/2018 05:50:28,1.9799869,22590.195352420855,22833.03,-242.83464757914408,Gemi 261,Gemi 328
BTC,01/19/2018 02:19:34,01/19/2018 05:50:28,1.0,11409.265057471264,11531.91,-122.64494252873556,Gemi 262,Gemi 328
BTC,01/19/2018 02:19:39,01/19/2018 05:50:28,1.0,11409.265057471264,11531.91,-122.64494252873556,Gemi 263,Gemi 328
BTC,01/19/2018 02:20:20,01/19/2018 05:50:28,0.56299316,6423.338187983329,6492.39,-69.05181201667165,Gemi 264,Gemi 328
BTC,01/19/2018 02:20:21,01/19/2018 05:50:28,0.32344823,3690.306588439929,3728.96,-38.65341156007116,Gemi 265,Gemi 328
BTC,01/19/2018 02:20:58,01/19/2018 05:50:28,2.0,22818.53011494253,23057.52,-238.98988505747184,Gemi 266,Gemi 328
BTC,01/19/2018 02:21:12,01/19/2018 05:50:28,0.54405503,6207.26804312048,6272.28,-65.01195687951986,Gemi 267,Gemi 328
BTC,01/19/2018 02:21:22,01/19/2018 05:50:28,0.13,1483.204457471264,1498.74,-15.53554252873596,Gemi 268,Gemi 328
BTC,01/19/2018 02:21:29,01/19/2018 05:50:28,0.00249674,28.485968439590795,28.78,-0.29403156040920564,Gemi 269,Gemi 328
BTC,01/19/2018 02:27:03,01/19/2018 05:50:28,2.69425616,30739.4826621647,30791.31,-51.82733783530057,Gemi 270,Gemi 328
BTC,01/19/2018 02:27:09,01/19/2018 05:50:28,1.3057,14897.077385540224,14922.19,-25.112614459776523,Gemi 271,Gemi 328
BTC,01/19/2018 02:27:12,01/19/2018 05:50:28,4.384e-05,0.50018218011954,0.5,0.00018218011953996527,Gemi 272,Gemi 328
BTC,01/19/2018 02:27:27,01/19/2018 05:50:28,0.09336693,1065.2480519723654,1065.24,0.008051972365365145,Gemi 273,Gemi 328
BTC,01/19/2018 02:27:27,01/19/2018 05:50:28,1.5651,17856.64074144827,17855.84,0.8007414482708555,Gemi 274,Gemi 328
BTC,01/19/2018 02:27:27,01/19/2018 05:50:28,1.14660695,13081.942609288699,13067.52,14.422609288698368,Gemi 275,Gemi 328
BTC,01/19/2018 02:27:27,01/19/2018 05:50:28,1.01983,11635.510783560918,11622.69,12.820783560917334,Gemi 276,Gemi 328
BTC,01/19/2018 02:27:27,01/19/2018 05:50:28,0.17509612,1997.7180436147949,1995.52,2.1980436147948694,Gemi 277,Gemi 328
BTC,01/19/2018 02:27:49,01/19/2018 05:50:28,0.5,5704.632528735632,5689.2,15.432528735632332,Gemi 278,Gemi 328
BTC,01/19/2018 02:27:49,01/19/2018 05:50:28,1.07269003,12238.6048767768,12205.49,33.114876776800884,Gemi 279,Gemi 328
BTC,01/19/2018 02:27:50,01/19/2018 05:50:28,0.01854666,211.6037598708,211.03,0.5737598707999894,Gemi 280,Gemi 328
BTC,01/19/2018 02:27:53,01/19/2018 05:50:28,0.40876331,4663.688949559294,4651.07,12.618949559294379,Gemi 281,Gemi 328
BTC,01/19/2018 02:29:38,01/19/2018 05:50:28,3.99994714,45636.457136134115,45512.9,123.55713613411353,Gemi 282,Gemi 328
BTC,01/19/2018 02:29:41,01/19/2018 05:50:28,5.286e-05,0.6030937509379309,0.6,0.0030937509379309613,Gemi 283,Gemi 328
BTC,01/19/2018 02:31:59,01/19/2018 05:50:28,2.0,22818.53011494253,22678.96,139.57011494252947,Gemi 284,Gemi 328
BTC,01/19/2018 02:32:00,01/19/2018 05:50:28,1.21087744,13815.221665072255,13717.12,98.10166507225404,Gemi 285,Gemi 328
BTC,01/19/2018 02:32:05,01/19/2018 05:50:28,0.3724,4248.810307402297,4218.64,30.170307402297112,Gemi 286,Gemi 328
BTC,01/19/2018 02:32:05,01/19/2018 05:50:28,2.0,22818.530114942525,22656.5,162.03011494252496,Gemi 287,Gemi 328
BTC,01/19/2018 02:32:06,01/19/2018 05:50:28,0.4167,4754.240749448274,4720.48,33.76074944827451,Gemi 288,Gemi 328
BTC,01/19/2018 02:32:06,01/19/2018 05:50:28,2.256e-05,0.25739301969655165,0.26,-0.0026069803034483585,Gemi 289,Gemi 328
BTC,01/19/2018 05:11:22,01/19/2018 05:50:28,4.0,45637.060229885035,45914.5,-277.43977011496463,Gemi 290,Gemi 328
BTC,01/19/2018 05:13:16,01/19/2018 05:50:28,4.0,45637.060229885035,45918.55,-281.48977011496754,Gemi 291,Gemi 328
BTC,01/19/2018 05:15:09,01/19/2018 05:50:28,1.66361206,18980.59094534578,19062.62,-82.02905465422009,Gemi 292,Gemi 328
BTC,01/19/2018 05:22:07,01/19/2018 05:50:28,0.05378794,613.6808643553605,620.03,-6.349135644639432,Gemi 293,Gemi 328
BTC,01/19/2018 05:22:07,01/19/2018 05:50:28,1.0,11409.265057471255,11527.2,-117.93494252874552,Gemi 294,Gemi 328
BTC,01/19/2018 05:22:07,01/19/2018 05:50:28,2.2826,26042.788420183893,26311.79,-269.00157981610755,Gemi 295,Gemi 328
BTC,01/19/2018 05:26:35,01/19/2018 05:50:28,3.93451298,44889.90146088111,45360.02,-470.11853911888466,Gemi 296,Gemi 328
BTC,01/19/2018 05:26:35,01/19/2018 05:50:28,1.0,11409.265057471259,11526.25,-116.98494252874116,Gemi 297,Gemi 328
BTC,01/19/2018 05:26:35,01/19/2018 05:50:28,1.0,11409.265057471259,11524.45,-115.18494252874189,Gemi 298,Gemi 328
BTC,01/19/2018 05:26:35,01/19/2018 05:50:28,0.06548702,747.1587690039216,754.41,-7.251230996078334,Gemi 299,Gemi 328
BTC,01/19/2018 05:30:14,01/19/2018 05:50:28,0.0598476,682.8171314535169,682.17,0.6471314535169768,Gemi 300,Gemi 328
BTC,01/19/2018 05:30:17,01/19/2018 05:50:28,0.0191,217.916962597701,217.71,0.20696259770099346,Gemi 301,Gemi 328
BTC,01/19/2018 05:30:19,01/19/2018 05:50:28,0.0018,20.536677103448266,20.52,0.01667710344826645,Gemi 302,Gemi 328
BTC,01/19/2018 05:30:24,01/19/2018 05:50:28,1.0,11409.265057471259,11398.43,10.835057471258551,Gemi 303,Gemi 328
BTC,01/19/2018 05:30:25,01/19/2018 05:50:28,1.0,11409.265057471259,11398.43,10.835057471258551,Gemi 304,Gemi 328
BTC,01/19/2018 05:30:25,01/19/2018 05:50:28,0.4773,5445.642211931033,5440.47,5.172211931032507,Gemi 305,Gemi 328
BTC,01/19/2018 05:30:28,01/19/2018 05:50:28,1.0,11409.26505747126,11398.43,10.83505747126037,Gemi 306,Gemi 328
BTC,01/19/2018 05:30:30,01/19/2018 05:50:28,1.0,11409.265057471259,11398.43,10.835057471258551,Gemi 307,Gemi 328
BTC,01/19/2018 05:30:30,01/19/2018 05:50:28,0.295,3365.7331919540215,3362.54,3.193191954021586,Gemi 308,Gemi 328
BTC,01/19/2018 05:30:41,01/19/2018 05:50:28,0.1469524,1676.6188824315398,1675.03,1.588882431539787,Gemi 309,Gemi 328
BTC,01/19/2018 05:31:04,01/19/2018 05:50:28,4.93444387,56298.378024044265,56393.29,-94.91197595573612,Gemi 310,Gemi 328
BTC,01/19/2018 05:31:04,01/19/2018 05:50:28,0.0268207,306.0044753269194,306.41,-0.40552467308060614,Gemi 311,Gemi 328
BTC,01/19/2018 05:31:04,01/19/2018 05:50:28,0.03873543,441.942787985124,442.53,-0.587212014875945,Gemi 312,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,3.32948401,37986.965574702284,38051.01,-64.04442529771768,Gemi 313,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,0.01881635,214.6807245641493,215.04,-0.3592754358506909,Gemi 314,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,3.0,34227.795172413775,34285.5,-57.70482758622529,Gemi 315,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,2.40886727,27483.405171697188,27529.74,-46.33482830281355,Gemi 316,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,0.5,5704.63252873563,5712.28,-7.647471264369415,Gemi 317,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,0.99996237,11408.835726827148,11424.12,-15.284273172852409,Gemi 318,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,9.24287,105454.3537217494,105492.22,-37.86627825059986,Gemi 319,Gemi 328
BTC,01/19/2018 05:32:22,01/19/2018 05:50:28,0.5,5704.63252873563,5706.68,-2.0474712643699604,Gemi 320,Gemi 328
BTC,01/19/2018 05:36:04,01/19/2018 05:50:28,4.0,45637.06022988505,45735.89,-98.8297701149495,Gemi 321,Gemi 328
BTC,01/19/2018 05:39:29,01/19/2018 05:50:28,1.5,17113.89758620689,17084.93,28.9675862068907,Gemi 322,Gemi 328
BTC,01/19/2018 05:39:29,01/19/2018 05:50:28,0.5,5704.632528735629,5694.98,9.652528735629858,Gemi 323,Gemi 328
BTC,01/19/2018 05:47:02,01/19/2018 05:50:28,0.042649,486.5937454360917,484.25,2.3437454360916945,Gemi 324,Gemi 328
BTC,01/19/2018 05:47:02,01/19/2018 05:50:28,0.5,5704.632528735629,5674.66,29.972528735629567,Gemi 325,Gemi 328
BTC,01/19/2018 05:47:02,01/19/2018 05:50:28,1.364020900000015,15562.475992030668,15513.503056995985,48.97293503468245,Gemi 326,Gemi 328
BTC,01/19/2018 05:47:02,01/20/2018 02:46:09,0.09327909999998507,1091.0273332623253,1060.896943004016,30.130390258309262,Gemi 326,Gemi 428
BTC,01/19/2018 05:47:02,01/20/2018 02:46:09,5.1e-05,0.5965151249999999,0.58,0.016515124999999964,Gemi 327,Gemi 428
BTC,01/20/2018 01:33:58,01/20/2018 02:46:09,1.0,11696.374999999998,11762.73,-66.35500000000138,Gemi 329,Gemi 428
BTC,01/20/2018 01:34:36,01/20/2018 02:46:09,0.00750738,87.80913174749999,88.31,-0.5008682525000125,Gemi 330,Gemi 428
BTC,01/20/2018 01:35:11,01/20/2018 02:46:09,1.0,11696.374999999998,11762.73,-66.35500000000138,Gemi 331,Gemi 428
BTC,01/20/2018 01:35:57,01/20/2018 02:46:09,0.03564656,416.9355332199999,419.3,-2.3644667800001002,Gemi 332,Gemi 428
BTC,01/20/2018 01:36:13,01/20/2018 02:46:09,0.5,5848.187500000001,5881.37,-33.18249999999898,Gemi 333,Gemi 428
BTC,01/20/2018 01:36:15,01/20/2018 02:46:09,2.09541472,24508.75634564,24646.96,-138.20365436000066,Gemi 334,Gemi 428
BTC,01/20/2018 01:36:15,01/20/2018 02:46:09,0.45684606,5343.4428350325,5373.76,-30.317164967500503,Gemi 335,Gemi 428
BTC,01/20/2018 01:36:17,01/20/2018 02:46:09,0.5,5848.1875,5881.17,-32.98250000000007,Gemi 336,Gemi 428
BTC,01/20/2018 01:36:28,01/20/2018 02:46:09,0.40458528,4732.18115436,4758.87,-26.68884564000018,Gemi 337,Gemi 428
BTC,01/20/2018 01:37:00,01/20/2018 02:46:09,0.43888048,5133.31067426,5154.79,-21.479325739999695,Gemi 338,Gemi 428
BTC,01/20/2018 01:37:00,01/20/2018 02:46:09,2.5,29240.9375,29310.59,-69.65250000000015,Gemi 339,Gemi 428
BTC,01/20/2018 01:37:00,01/20/2018 02:46:09,0.5,5848.1875,5858.29,-10.102499999999964,Gemi 340,Gemi 428
BTC,01/20/2018 01:37:00,01/20/2018 02:46:09,0.56111952,6563.06432574,6574.4,-11.335674259999905,Gemi 341,Gemi 428
BTC,01/20/2018 01:43:44,01/20/2018 02:46:09,0.26016282,3042.9619037775005,3046.04,-3.0780962224994255,Gemi 342,Gemi 428
BTC,01/20/2018 01:46:05,01/20/2018 02:46:09,0.0299,349.72161249999994,350.08,-0.35838750000004893,Gemi 343,Gemi 428
BTC,01/20/2018 01:46:18,01/20/2018 02:46:09,0.5,5848.187499999999,5854.11,-5.922500000000582,Gemi 344,Gemi 428
BTC,01/20/2018 01:46:18,01/20/2018 02:46:09,0.40551181,4743.0181966887485,4747.82,-4.801803311251206,Gemi 345,Gemi 428
BTC,01/20/2018 01:46:18,01/20/2018 02:46:09,2.09448819,24497.919303311246,24522.74,-24.82069668875556,Gemi 346,Gemi 428
BTC,01/20/2018 01:48:56,01/20/2018 02:46:09,2.39255195,27984.184814181244,28050.85,-66.66518581875425,Gemi 347,Gemi 428
BTC,01/20/2018 01:52:34,01/20/2018 02:46:09,0.6074,7104.378174999999,7121.3,-16.921825000001263,Gemi 348,Gemi 428
BTC,01/20/2018 01:52:34,01/20/2018 02:46:09,4.805e-05,0.5620108187499999,0.56,0.0020108187499998653,Gemi 349,Gemi 428
BTC,01/20/2018 01:52:44,01/20/2018 02:46:09,2.7099,31696.006612499987,31728.1,-32.093387500011886,Gemi 350,Gemi 428
BTC,01/20/2018 01:52:44,01/20/2018 02:46:09,3.718e-05,0.4348712224999997,0.44,-0.005128777500000292,Gemi 351,Gemi 428
BTC,01/20/2018 01:53:31,01/20/2018 02:46:09,1.0,11696.374999999995,11680.13,16.244999999995343,Gemi 352,Gemi 428
BTC,01/20/2018 02:11:15,01/20/2018 02:46:09,1.0,11696.374999999995,11784.39,-88.01500000000487,Gemi 353,Gemi 428
BTC,01/20/2018 02:11:35,01/20/2018 02:46:09,2.0,23392.74999999999,23568.78,-176.03000000000975,Gemi 354,Gemi 428
BTC,01/20/2018 02:12:52,01/20/2018 02:46:09,3.0,35089.12499999998,35187.75,-98.62500000002183,Gemi 355,Gemi 428
BTC,01/20/2018 02:12:59,01/20/2018 02:46:09,3.0,35089.12499999998,35157.68,-68.55500000002212,Gemi 356,Gemi 428
BTC,01/20/2018 02:13:26,01/20/2018 02:46:09,0.26240093,3069.139677628748,3073.34,-4.200322371252241,Gemi 357,Gemi 428
BTC,01/20/2018 02:13:26,01/20/2018 02:46:09,0.73759907,8627.235322371243,8639.05,-11.814677628755817,Gemi 358,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,0.4591795,5370.735624312496,5385.37,-14.634375687503962,Gemi 359,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,0.00549542,64.27649310249996,64.44,-0.16350689750004221,Gemi 360,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,0.00538498,62.98474544749997,63.14,-0.15525455250003262,Gemi 361,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,0.0059401,69.47763713749995,69.65,-0.1723628625000515,Gemi 362,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,2.5,29240.937499999975,29290.54,-49.60250000002634,Gemi 363,Gemi 428
BTC,01/20/2018 02:17:22,01/20/2018 02:46:09,0.024,280.71299999999974,281.15,-0.4370000000002392,Gemi 364,Gemi 428
BTC,01/20/2018 02:18:19,01/20/2018 02:46:09,1.2825447,15001.12376546249,15017.57,-16.446234537510463,Gemi 365,Gemi 428
BTC,01/20/2018 02:18:28,01/20/2018 02:46:09,0.06045622,707.1186202024994,707.89,-0.7713797975005718,Gemi 366,Gemi 428
BTC,01/20/2018 02:18:36,01/20/2018 02:46:09,0.06804472,795.8765618899994,796.75,-0.8734381100006203,Gemi 367,Gemi 428
BTC,01/20/2018 02:18:38,01/20/2018 02:46:09,0.29983341,3506.964000888747,3510.81,-3.8459991112531497,Gemi 368,Gemi 428
BTC,01/20/2018 02:18:39,01/20/2018 02:46:09,0.14723842,1722.1557747274985,1724.04,-1.8842252725014532,Gemi 369,Gemi 428
BTC,01/20/2018 02:18:39,01/20/2018 02:46:09,0.08643734,1011.0035426424993,1012.11,-1.1064573575007444,Gemi 370,Gemi 428
BTC,01/20/2018 02:18:39,01/20/2018 02:46:09,0.15945253,1865.0165855787486,1867.06,-2.0434144212513274,Gemi 371,Gemi 428
BTC,01/20/2018 02:18:41,01/20/2018 02:46:09,0.02192422,256.43389870249985,256.72,-0.2861012975001813,Gemi 372,Gemi 428
BTC,01/20/2018 02:18:42,01/20/2018 02:46:09,0.1864731,2181.0593050124985,2183.45,-2.3906949875013197,Gemi 373,Gemi 428
BTC,01/20/2018 02:18:43,01/20/2018 02:46:09,0.0807744,944.7676727999993,945.8,-1.0323272000006227,Gemi 374,Gemi 428
BTC,01/20/2018 02:18:46,01/20/2018 02:46:09,0.22111655,2586.262087506248,2589.1,-2.837912493751901,Gemi 375,Gemi 428
BTC,01/20/2018 02:18:54,01/20/2018 02:46:09,0.15515809,1814.787204923749,1816.78,-1.9927950762510136,Gemi 376,Gemi 428
BTC,01/20/2018 02:18:56,01/20/2018 02:46:09,0.00059032,6.904604089999996,6.91,-0.005395910000004278,Gemi 377,Gemi 428
BTC,01/20/2018 02:18:56,01/20/2018 02:46:09,0.2305463,2696.555979662499,2699.51,-2.9540203375013334,Gemi 378,Gemi 428
BTC,01/20/2018 02:19:01,01/20/2018 02:46:09,2.5,29240.93749999999,29247.96,-7.022500000010041,Gemi 379,Gemi 428
BTC,01/20/2018 02:19:01,01/20/2018 02:46:09,0.5,5848.187499999996,5849.59,-1.4025000000037835,Gemi 380,Gemi 428
BTC,01/20/2018 02:19:06,01/20/2018 02:46:09,0.23425384,2739.9207578299984,2742.93,-3.009242170001471,Gemi 381,Gemi 428
BTC,01/20/2018 02:20:00,01/20/2018 02:46:09,0.05643125,660.0410617187497,660.76,-0.7189382812503027,Gemi 382,Gemi 428
BTC,01/20/2018 02:20:03,01/20/2018 02:46:09,0.7093,8296.238787499997,8305.34,-9.101212500003385,Gemi 383,Gemi 428
BTC,01/20/2018 02:20:04,01/20/2018 02:46:09,1.491e-05,0.17439295124999993,0.17,0.004392951249999916,Gemi 384,Gemi 428
